Values,Timestamp,1000 MA,5000 MA
89,26-06-2024 11:29,#N/A,#N/A
89,26-06-2024 11:29,#N/A,#N/A
89,26-06-2024 11:30,#N/A,#N/A
89,26-06-2024 11:30,#N/A,#N/A
89,26-06-2024 11:30,#N/A,#N/A
88,26-06-2024 11:30,#N/A,#N/A
88,26-06-2024 11:31,#N/A,#N/A
88,26-06-2024 11:31,#N/A,#N/A
88,26-06-2024 11:31,#N/A,#N/A
88,26-06-2024 11:31,#N/A,#N/A
88,26-06-2024 11:32,#N/A,#N/A
88,26-06-2024 11:32,#N/A,#N/A
88,26-06-2024 11:32,#N/A,#N/A
88,26-06-2024 11:32,#N/A,#N/A
88,26-06-2024 11:33,#N/A,#N/A
88,26-06-2024 11:33,#N/A,#N/A
88,26-06-2024 11:33,#N/A,#N/A
88,26-06-2024 11:33,#N/A,#N/A
88,26-06-2024 11:34,#N/A,#N/A
87,26-06-2024 11:34,#N/A,#N/A
87,26-06-2024 11:34,#N/A,#N/A
87,26-06-2024 11:34,#N/A,#N/A
87,26-06-2024 11:35,#N/A,#N/A
87,26-06-2024 11:35,#N/A,#N/A
87,26-06-2024 11:35,#N/A,#N/A
87,26-06-2024 11:36,#N/A,#N/A
87,26-06-2024 11:36,#N/A,#N/A
87,26-06-2024 11:36,#N/A,#N/A
86,26-06-2024 11:37,#N/A,#N/A
86,26-06-2024 11:37,#N/A,#N/A
86,26-06-2024 11:37,#N/A,#N/A
86,26-06-2024 11:37,#N/A,#N/A
86,26-06-2024 11:38,#N/A,#N/A
86,26-06-2024 11:38,#N/A,#N/A
86,26-06-2024 11:38,#N/A,#N/A
86,26-06-2024 11:38,#N/A,#N/A
86,26-06-2024 11:39,#N/A,#N/A
86,26-06-2024 11:39,#N/A,#N/A
86,26-06-2024 11:39,#N/A,#N/A
85,26-06-2024 11:39,#N/A,#N/A
85,26-06-2024 11:40,#N/A,#N/A
85,26-06-2024 11:40,#N/A,#N/A
85,26-06-2024 11:40,#N/A,#N/A
85,26-06-2024 11:40,#N/A,#N/A
85,26-06-2024 11:41,#N/A,#N/A
85,26-06-2024 11:41,#N/A,#N/A
85,26-06-2024 11:41,#N/A,#N/A
84,26-06-2024 11:41,#N/A,#N/A
84,26-06-2024 11:42,#N/A,#N/A
84,26-06-2024 11:42,#N/A,#N/A
84,26-06-2024 11:42,#N/A,#N/A
84,26-06-2024 11:42,#N/A,#N/A
84,26-06-2024 11:43,#N/A,#N/A
84,26-06-2024 11:43,#N/A,#N/A
84,26-06-2024 11:44,#N/A,#N/A
84,26-06-2024 11:44,#N/A,#N/A
84,26-06-2024 11:44,#N/A,#N/A
84,26-06-2024 11:44,#N/A,#N/A
84,26-06-2024 11:45,#N/A,#N/A
84,26-06-2024 11:45,#N/A,#N/A
84,26-06-2024 11:45,#N/A,#N/A
84,26-06-2024 11:45,#N/A,#N/A
84,26-06-2024 11:45,#N/A,#N/A
84,26-06-2024 11:46,#N/A,#N/A
84,26-06-2024 11:46,#N/A,#N/A
84,26-06-2024 11:46,#N/A,#N/A
84,26-06-2024 11:47,#N/A,#N/A
